date,metric_name,value,segment,plan,region,domain,description
2025-03-16,Systemic Risk Pulse (from System Health Dashboard),373.5011,SMB,Basic,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-03-16,Systemic Risk Pulse (from System Health Dashboard),317.9067,SMB,Basic,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-04-15,Systemic Risk Pulse (from System Health Dashboard),398.3965,Enterprise,Basic,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-04-15,Systemic Risk Pulse (from System Health Dashboard),320.7909,Mid-Market,Pro,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-04-15,Systemic Risk Pulse (from System Health Dashboard),322.9646,Enterprise,Enterprise,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-05-15,Systemic Risk Pulse (from System Health Dashboard),349.5305,SMB,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-05-15,Systemic Risk Pulse (from System Health Dashboard),276.2502,Mid-Market,Pro,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-05-15,Systemic Risk Pulse (from System Health Dashboard),326.6012,Mid-Market,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-06-14,Systemic Risk Pulse (from System Health Dashboard),337.9489,SMB,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-06-14,Systemic Risk Pulse (from System Health Dashboard),330.4022,Mid-Market,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-06-14,Systemic Risk Pulse (from System Health Dashboard),375.7132,Enterprise,Pro,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-07-14,Systemic Risk Pulse (from System Health Dashboard),391.247,Enterprise,Enterprise,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-07-14,Systemic Risk Pulse (from System Health Dashboard),448.5835,SMB,Pro,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-07-14,Systemic Risk Pulse (from System Health Dashboard),440.1645,Enterprise,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-08-13,Systemic Risk Pulse (from System Health Dashboard),418.3448,Enterprise,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-08-13,Systemic Risk Pulse (from System Health Dashboard),463.6798,Mid-Market,Basic,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-08-13,Systemic Risk Pulse (from System Health Dashboard),349.2003,Mid-Market,Enterprise,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-09-12,Systemic Risk Pulse (from System Health Dashboard),333.4922,Enterprise,Basic,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-09-12,Systemic Risk Pulse (from System Health Dashboard),436.7594,Enterprise,Enterprise,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-09-12,Systemic Risk Pulse (from System Health Dashboard),417.3517,Enterprise,Enterprise,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-10-12,Systemic Risk Pulse (from System Health Dashboard),456.6761,SMB,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-10-12,Systemic Risk Pulse (from System Health Dashboard),450.533,Enterprise,Enterprise,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-10-12,Systemic Risk Pulse (from System Health Dashboard),509.7643,Mid-Market,Enterprise,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-11-11,Systemic Risk Pulse (from System Health Dashboard),457.4459,SMB,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-11-11,Systemic Risk Pulse (from System Health Dashboard),491.6553,Mid-Market,Enterprise,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-11-11,Systemic Risk Pulse (from System Health Dashboard),459.6677,SMB,Pro,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-12-11,Systemic Risk Pulse (from System Health Dashboard),391.8793,Mid-Market,Enterprise,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-12-11,Systemic Risk Pulse (from System Health Dashboard),377.6857,Mid-Market,Basic,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-12-11,Systemic Risk Pulse (from System Health Dashboard),432.0999,SMB,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-01-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.419,SMB,Pro,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-01-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3237,Mid-Market,Pro,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-01-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3065,Enterprise,Basic,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-02-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.294,Enterprise,Enterprise,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-02-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3337,Mid-Market,Basic,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-02-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3848,SMB,Enterprise,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-03-16,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2702,Enterprise,Pro,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-03-16,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3148,Enterprise,Basic,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-03-16,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3437,Mid-Market,Enterprise,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-04-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3303,Enterprise,Enterprise,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-04-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2419,Mid-Market,Enterprise,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-04-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3334,Enterprise,Basic,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-05-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2672,Enterprise,Enterprise,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-05-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.263,SMB,Basic,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-05-15,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2937,Mid-Market,Pro,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-06-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2196,SMB,Enterprise,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-06-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2553,Mid-Market,Enterprise,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-06-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3203,Mid-Market,Basic,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-07-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2312,Enterprise,Basic,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-07-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2449,SMB,Enterprise,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-07-14,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.3039,Mid-Market,Pro,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-08-13,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2084,Enterprise,Pro,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-08-13,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2682,SMB,Enterprise,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-08-13,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2429,Mid-Market,Pro,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-09-12,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2912,Mid-Market,Enterprise,APAC,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-09-12,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2505,SMB,Basic,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-09-12,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2568,SMB,Pro,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-10-12,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2822,Mid-Market,Enterprise,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-10-12,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2349,SMB,Enterprise,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-10-12,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.252,Enterprise,Pro,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-11-11,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.227,Enterprise,Pro,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-11-11,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.242,Enterprise,Pro,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-11-11,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2102,Enterprise,Basic,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-12-11,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.1785,SMB,Pro,EMEA,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-12-11,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.2041,Mid-Market,Pro,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
2025-12-11,Cultural Resonance Score (from Strategic Health Check - Phase 3),0.1778,SMB,Enterprise,North America,"Culture & Behavior, Strategy, System Health, Experimenta,on & Learning",
